Model Name : DAVINCI2C-2
Lot No : davinci2c 2
Test Start Time : 2020-12-19 16-31-36
Channel Serial : PM16113017,PM16113018,PM16113009,PM16114002,TPSPMP-017,PM16114028,PM16113011,PM16113012,PM16113001,PM16113002,PM16112015,PM16112013,PM16114019,PM16114020,PM16912005,PM16912006,PM16114003,PM16114004,PM16114007,PM16113019,PM16113013,PM16114032,PM16912003,PM16114023,PM16113013,PM16113020,PM16114025,PM16114026,PM19612005,PM16114006,PM16113015,PM16113016,PM16113009,PM16114007,PM19612005,PM19612006,PM16114037,PM16114038,PM20706001,PM20706002


,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Count,Total Result,Serial Number,Contact,,,Wake up,,Impedance,,,,,,,,,,,,,,,,Consumption Current,,,,OVP U1,,,,UVP U1,,,,ODCP U1,,,,OCCP U1,,,,OVP U2,,,,UVP U2,,,,ODCP U2,,,,OCCP U2,,,,Sensing Resistor,,,Step Result,Temperature,Test Time,Test Channel
13,OK,,OK,4,4,OK,3900,OK,1.7400,300,5.8,1.0800,300,3.6,0.0300,300,0.1,2.7300,300,9.1,5.5800,300,18.6,OK,3.27,0,0.23,OK,1014.62,4444,4235,OK,125.79,2493,2497,OK,15.57,10164,OK,OK,8.15,10608,OK,OK,1044.59,4479,4373,OK,129.15,2304,2307,OK,32.64,11153,OK,OK,33.32,11676,OK,OK,0.499,0.509,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-19 16:31:56,13
14,NG,,OK,4,4,OK,3900,OK,1.4700,300,4.9,1.1100,300,3.7,0.0300,300,0.1,2.6700,300,8.9,5.2800,300,17.6,OK,3.19,0,0.26,OK,1024.40,4442,4234,OK,127.30,2494,2497,OK,15.71,10102,OK,OK,8.29,10787,OK,OK,1061.22,4480,4376,OK,131.79,2292,2296,OK,33.05,10879,OK,OK,33.56,11494,OK,NG,13718.994,0.509,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXO,0.0,2020-12-19 16:31:56,14
15,NG,,OK,5,5,OK,3900,OK,1.5300,300,5.1,1.0800,300,3.6,0.0000,300,0.0,2.6400,300,8.8,5.2500,300,17.5,OK,3.25,0,0.26,OK,1014.43,4442,4235,OK,125.19,2507,2511,OK,15.57,10104,OK,OK,8.15,10648,OK,OK,1027.96,4478,4371,OK,127.37,2297,2301,OK,32.08,11039,OK,OK,32.66,11633,OK,NG,10305.614,0.509,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXO,0.0,2020-12-19 16:31:56,15
16,NG,,OK,4,3,OK,3899,OK,1.4700,300,4.9,1.0800,300,3.6,0.0000,300,0.0,2.5800,300,8.6,5.1300,300,17.1,OK,3.19,0,0.24,NG,1040.18,4442,4185,NG,128.74,2489,2637,OK,15.99,10010,OK,OK,8.43,10625,OK,OK,1071.32,4478,4376,OK,132.56,2305,2308,OK,33.33,10926,OK,OK,33.88,11521,OK,OK,0.511,0.512,OOOOOOOOOOOOOOOOOOOOOOOOOXOOXXOOXOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-19 16:31:56,16
17,OK,,OK,2,3,OK,3898,OK,1.7100,300,5.7,1.1400,300,3.8,0.0900,300,0.3,2.8500,300,9.5,5.7900,300,19.3,OK,3.17,0,0.23,OK,1050.55,4444,4235,OK,130.22,2503,2506,OK,16.13,10058,OK,OK,8.43,10755,OK,OK,1017.04,4480,4374,OK,125.94,2307,2311,OK,31.66,11083,OK,OK,32.48,11735,OK,OK,0.498,0.496,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-19 16:31:56,17
18,NG,,OK,2,2,OK,3896,OK,1.2900,300,4.3,1.2000,300,4.0,0.2100,300,0.7,2.5500,300,8.5,5.2500,300,17.5,OK,3.29,0,0.24,OK,1116.22,4447,4240,OK,138.34,2508,2510,OK,17.11,10128,OK,OK,8.99,10790,OK,OK,1062.29,4483,4379,OK,131.44,2305,2308,OK,33.05,10799,OK,OK,33.46,11415,OK,NG,0.518,20483.662,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXOX,0.0,2020-12-19 16:31:56,18
19,NG,,OK,5,4,OK,3899,OK,1.3800,300,4.6,1.0800,300,3.6,0.0300,300,0.1,2.5500,300,8.5,5.0400,300,16.8,OK,3.17,0,0.27,OK,1061.95,4441,4236,OK,131.37,2500,2503,OK,16.36,10076,OK,OK,8.57,10844,OK,OK,1002.20,4480,4376,OK,123.75,2300,2304,OK,31.37,10896,OK,OK,31.88,11671,OK,NG,0.504,11745.006,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXOX,0.0,2020-12-19 16:31:56,19
20,OK,,OK,3,3,OK,3898,OK,1.2300,300,4.1,0.9000,300,3.0,0.0000,300,0.0,2.4600,300,8.2,4.5900,300,15.3,OK,3.19,0,0.24,OK,1069.26,4441,4232,OK,132.19,2498,2501,OK,16.26,9927,OK,OK,8.57,10544,OK,OK,1042.43,4484,4373,OK,128.96,2306,2309,OK,32.35,10956,OK,OK,32.90,11481,OK,OK,0.503,0.500,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-19 16:31:56,20
21,OK,,OK,4,3,OK,3907,OK,1.4700,300,4.9,1.2900,300,4.3,0.0600,300,0.2,2.6100,300,8.7,5.4300,300,18.1,OK,3.21,0,0.24,OK,1097.53,4442,4235,OK,136.05,2496,2499,OK,16.83,10031,OK,OK,8.85,10621,OK,OK,1017.92,4475,4368,OK,125.86,2296,2300,OK,31.76,10972,OK,OK,32.30,11607,OK,OK,0.506,0.504,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-19 16:31:56,21
22,OK,,OK,6,6,OK,3900,OK,1.5300,300,5.1,1.0800,300,3.6,0.0000,300,0.0,2.7300,300,9.1,5.3400,300,17.8,OK,3.30,0,0.25,OK,1048.95,4446,4237,OK,130.03,2498,2501,OK,16.13,10118,OK,OK,8.57,10754,OK,OK,1020.34,4481,4377,OK,126.17,2304,2307,OK,31.80,11072,OK,OK,32.34,11576,OK,OK,0.510,0.507,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-19 16:31:56,22
23,OK,,OK,2,2,OK,3900,OK,1.3800,300,4.6,1.1700,300,3.9,0.1200,300,0.4,2.7300,300,9.1,5.4000,300,18.0,OK,3.16,0,0.22,OK,1017.95,4446,4238,OK,125.89,2515,2519,OK,15.57,10004,OK,OK,8.15,10468,OK,OK,1014.66,4478,4375,OK,125.46,2301,2305,OK,31.66,10913,OK,OK,32.06,11439,OK,OK,0.495,0.505,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-19 16:31:56,23
24,NG,,OK,4,4,NG,852,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.030,0.037,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-19 16:31:56,24
25,NG,,OK,5,5,OK,3892,OK,1.6800,300,5.6,1.2600,300,4.2,0.1800,300,0.6,2.7600,300,9.2,5.8800,300,19.6,OK,3.29,0,0.27,OK,1064.33,4443,4235,OK,131.54,2503,2507,OK,16.26,10057,OK,OK,8.57,10564,OK,OK,1004.67,4477,4373,OK,123.92,2303,2307,OK,31.24,11107,OK,OK,31.78,11682,OK,NG,10327.231,0.507,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXO,0.0,2020-12-19 16:31:56,25
26,OK,,OK,6,5,OK,3899,OK,1.3200,300,4.4,1.0500,300,3.5,0.0000,300,0.0,2.7000,300,9.0,5.0700,300,16.9,OK,3.18,0,0.26,OK,1049.21,4443,4233,OK,129.90,2496,2500,OK,16.13,10118,OK,OK,8.43,10705,OK,OK,1035.57,4478,4372,OK,128.23,2307,2310,OK,32.35,11096,OK,OK,32.90,11741,OK,OK,0.508,0.506,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-19 16:31:56,26
27,OK,,OK,6,6,OK,3899,OK,1.5600,300,5.2,1.1100,300,3.7,0.0600,300,0.2,2.6400,300,8.8,5.3700,300,17.9,OK,3.05,0,0.26,OK,1067.32,4446,4240,OK,132.35,2518,2521,OK,16.40,10146,OK,OK,8.57,10804,OK,OK,1052.73,4479,4385,OK,130.32,2309,2312,OK,32.82,11121,OK,OK,33.32,11686,OK,OK,0.510,0.513,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-19 16:31:56,27
28,NG,,OK,4,4,OK,3901,OK,1.3500,300,4.5,1.1100,300,3.7,0.0000,300,0.0,2.7000,300,9.0,5.1600,300,17.2,OK,3.25,0,0.32,OK,1012.70,4441,4234,OK,124.93,2498,2502,OK,15.42,9955,OK,OK,8.15,10688,OK,OK,1108.54,4476,4371,OK,136.80,2301,2305,OK,34.60,10974,OK,OK,34.90,11561,OK,NG,0.522,12704.349,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXOX,0.0,2020-12-19 16:31:56,28
29,NG,,OK,6,6,OK,3892,OK,1.5000,300,5.0,1.0800,300,3.6,0.0300,300,0.1,2.6700,300,8.9,5.2800,300,17.6,OK,3.27,0,0.29,OK,1024.71,4444,4235,OK,127.23,2507,2511,OK,15.71,10122,OK,OK,8.29,10677,OK,OK,1061.17,4477,4370,OK,131.29,2297,2300,OK,33.05,11029,OK,OK,33.46,11565,OK,NG,0.520,9170.471,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXOX,0.0,2020-12-19 16:31:56,29
30,OK,,OK,6,6,OK,3900,OK,1.4100,300,4.7,1.1400,300,3.8,0.0600,300,0.2,2.7300,300,9.1,5.3400,300,17.8,OK,3.22,0,0.25,OK,1062.76,4444,4238,OK,131.53,2495,2498,OK,16.26,10087,OK,OK,8.43,10595,OK,OK,1034.57,4478,4373,OK,128.26,2295,2298,OK,32.21,10937,OK,OK,32.62,11493,OK,OK,0.508,0.504,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-19 16:31:56,30
31,OK,,OK,2,2,OK,3900,OK,1.5300,300,5.1,1.1400,300,3.8,0.0300,300,0.1,2.7300,300,9.1,5.4300,300,18.1,OK,3.29,0,0.24,OK,1060.94,4444,4234,OK,131.73,2511,2514,OK,16.26,10077,OK,OK,8.57,10664,OK,OK,1013.63,4481,4376,OK,125.33,2299,2303,OK,31.52,10924,OK,OK,31.92,11490,OK,OK,0.513,0.502,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-19 16:31:56,31
32,OK,,OK,3,3,OK,3899,OK,1.4400,300,4.8,1.0500,300,3.5,0.0000,300,0.0,2.7000,300,9.0,5.1900,300,17.3,OK,3.26,0,0.26,OK,1079.30,4443,4233,OK,133.67,2498,2502,OK,16.55,10094,OK,OK,8.71,10572,OK,OK,1054.43,4478,4374,OK,130.31,2305,2308,OK,32.92,11160,OK,OK,33.32,11696,OK,OK,0.505,0.509,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-19 16:31:56,32
33,OK,,OK,4,4,OK,3893,OK,1.3800,300,4.6,1.1700,300,3.9,0.0600,300,0.2,2.7300,300,9.1,5.3400,300,17.8,OK,3.28,0,0.20,OK,1009.84,4444,4237,OK,125.37,2507,2511,OK,15.42,9965,OK,OK,8.15,10538,OK,OK,1016.04,4481,4377,OK,125.80,2305,2309,OK,31.66,10933,OK,OK,32.06,11559,OK,OK,0.511,0.510,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-19 16:31:56,33
34,NG,,OK,5,5,OK,3892,OK,1.7400,300,5.8,1.1400,300,3.8,0.0900,300,0.3,2.6700,300,8.9,5.6400,300,18.8,OK,3.17,0,0.27,OK,1016.29,4441,4234,OK,125.94,2495,2499,OK,15.57,10064,OK,OK,8.15,10648,OK,OK,1084.97,4475,4371,OK,133.57,2302,2305,OK,33.76,10912,OK,OK,34.16,11438,OK,NG,10961.685,0.497,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXO,0.0,2020-12-19 16:31:56,34
35,NG,,OK,3,3,OK,3900,OK,1.4100,300,4.7,1.0800,300,3.6,0.0300,300,0.1,2.7000,300,9.0,5.2200,300,17.4,OK,3.27,0,0.27,OK,1041.98,4443,4234,OK,129.44,2496,2499,OK,15.85,9961,OK,OK,8.29,10527,OK,OK,1078.27,4478,4374,OK,133.27,2299,2303,OK,33.47,10885,OK,OK,33.88,11521,OK,NG,18345.956,0.511,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXO,0.0,2020-12-19 16:31:56,35
36,OK,,OK,2,2,OK,3901,OK,1.4400,300,4.8,1.0800,300,3.6,0.0300,300,0.1,2.6100,300,8.7,5.1600,300,17.2,OK,3.33,0,0.23,OK,1072.55,4446,4236,OK,133.57,2506,2509,OK,16.26,9957,OK,OK,8.57,10624,OK,OK,1055.74,4477,4373,OK,130.48,2312,2316,OK,32.78,10912,OK,OK,33.28,11517,OK,OK,0.518,0.510,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-19 16:31:56,36
37,NG,,OK,3,3,NG,852,NG,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,0.0000,300,0.0,OK,0.00,0,0.01,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.00,0,0,NG,0.00,0,0,NG,0.00,0,NG,NG,0.00,0,NG,NG,0.020,0.020,OOOXXXOOOOOOOOOOOOOOXOOOOXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,0.0,2020-12-19 16:31:56,37
38,OK,,OK,6,5,OK,3901,OK,1.2600,300,4.2,1.1100,300,3.7,0.0300,300,0.1,2.5800,300,8.6,4.9800,300,16.6,OK,3.25,0,0.25,OK,1025.20,4444,4235,OK,127.24,2500,2503,OK,15.71,9942,OK,OK,8.29,10687,OK,OK,1045.82,4480,4376,OK,129.77,2302,2306,OK,32.64,10953,OK,OK,33.04,11519,OK,OK,0.499,0.505,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-19 16:31:56,38
39,OK,,OK,0,0,OK,3907,OK,1.4700,300,4.9,1.0200,300,3.4,0.0000,300,0.0,2.6100,300,8.7,5.1000,300,17.0,OK,3.34,0,0.38,OK,1035.29,4441,4232,OK,127.84,2502,2506,OK,15.42,9975,OK,OK,8.01,10589,OK,OK,1082.99,4480,4375,OK,133.97,2303,2306,OK,33.33,11006,OK,OK,33.88,11611,OK,OK,0.501,0.494,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-19 16:31:56,39
40,NG,,OK,0,0,OK,3901,OK,1.3800,300,4.6,1.0800,300,3.6,0.0300,300,0.1,2.5800,300,8.6,5.0700,300,16.9,OK,3.31,0,0.42,OK,1053.52,4443,4247,OK,130.73,2504,2508,OK,15.71,9992,OK,OK,8.01,10689,OK,OK,1141.28,4477,4373,OK,140.91,2300,2303,OK,35.01,10859,OK,OK,35.56,11514,OK,NG,0.519,300.034,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXOX,0.0,2020-12-19 16:31:56,40
