Model Name : BEYOND 1
Lot No : beyond 1
Test Start Time : 2020-12-15 08-03-03
Channel Serial : PM16113017,PM16113018,PM16113009,PM16114002,TPSPMP-017,PM16114028,PM16113011,PM16113012,PM16113001,PM16113002,PM16112015,PM16112013,PM16114019,PM16114020,PM16912005,PM16912006,PM16114003,PM16114004,PM16114007,PM16113019,PM16113013,PM16114032,PM16912003,PM16114023,PM16113013,PM16113020,PM16114025,PM16114026,PM19612005,PM16114006,PM16113015,PM16113016,PM16113009,PM16114007,PM19612005,PM19612006,PM16114037,PM16114038,PM20706001,PM20706002


,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Count,Total Result,Serial Number,Contact,,,Wake up,,Impedance,,,,,,,,,,,,,,,,Consumption Current,,,,OVP U1,,,,UVP U1,,,,ODCP U1,,,,OCCP U1,,,,OVP U2,,,,UVP U2,,,,ODCP U2,,,,OCCP U2,,,,Sensing Resistor,,,Step Result,Temperature,Test Time,Test Channel
9,NG,,OK,6,6,OK,3899,OK,4.0500,300,13.5,3.8100,300,12.7,0.0600,300,0.2,9.1800,300,30.6,16.3500,300,54.5,OK,4.02,0,0.27,OK,1069.24,4431,4227,OK,98.39,2507,2511,OK,12.21,7147,OK,OK,7.87,7011,OK,OK,1028.80,4478,4276,OK,94.90,2304,2308,OK,32.35,7916,OK,OK,31.78,8232,OK,NG,0.497,9177.466,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXOX,0.0,2020-12-15 08:03:24,09
10,NG,,OK,1,1,OK,3899,OK,3.6000,300,12.0,3.8100,300,12.7,0.1200,300,0.4,7.9500,300,26.5,15.1800,300,50.6,OK,4.04,0,0.28,OK,1038.60,4430,4227,OK,94.88,2508,2512,OK,11.93,7410,OK,OK,7.73,7532,OK,OK,1085.44,4478,4274,OK,98.32,2304,2308,OK,34.03,7919,OK,OK,33.04,8269,OK,NG,0.514,163873.364,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXOX,0.0,2020-12-15 08:03:24,10
11,OK,,OK,5,5,OK,3892,OK,3.6900,300,12.3,3.9300,300,13.1,0.1200,300,0.4,7.5900,300,25.3,15.6300,300,52.1,OK,4.22,0,0.31,OK,1018.13,4431,4228,OK,93.73,2501,2507,OK,11.65,7383,OK,OK,7.59,7514,OK,OK,951.08,4485,4277,OK,87.94,2303,2308,OK,29.56,7484,OK,OK,29.13,7618,OK,OK,0.496,0.509,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-15 08:03:24,11
12,OK,,OK,3,3,OK,3905,OK,3.7200,300,12.4,3.6300,300,12.1,0.0300,300,0.1,8.1000,300,27.0,15.4800,300,51.6,OK,4.10,0,0.24,OK,993.20,4429,4222,OK,91.66,2507,2511,OK,11.51,7414,OK,OK,7.45,7435,OK,OK,1063.50,4482,4285,OK,97.61,2299,2303,OK,33.89,8381,OK,OK,33.18,8718,OK,OK,0.513,0.504,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-15 08:03:24,12
13,OK,,OK,4,5,OK,3899,OK,3.7800,300,12.6,3.6900,300,12.3,0.0300,300,0.1,8.0700,300,26.9,15.5700,300,51.9,OK,4.13,0,0.28,OK,1039.90,4434,4228,OK,96.04,2504,2508,OK,11.79,6882,OK,OK,7.73,7072,OK,OK,986.48,4486,4278,OK,90.79,2306,2310,OK,31.24,8027,OK,OK,30.67,8413,OK,OK,0.510,0.511,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-15 08:03:24,13
14,OK,,OK,4,4,OK,3899,OK,3.6300,300,12.1,3.5700,300,11.9,0.0300,300,0.1,7.8000,300,26.0,15.0300,300,50.1,OK,4.01,0,0.28,OK,993.15,4431,4225,OK,91.72,2503,2507,OK,11.51,7404,OK,OK,7.31,7526,OK,OK,1124.59,4483,4275,OK,102.73,2305,2309,OK,35.99,8580,OK,OK,34.58,8404,OK,OK,0.505,0.533,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-15 08:03:24,14
15,NG,,OK,5,5,OK,3900,OK,3.7200,300,12.4,3.6300,300,12.1,0.0000,300,0.0,7.7700,300,25.9,15.1200,300,50.4,OK,4.10,0,0.29,OK,973.58,4433,4227,OK,89.69,2499,2505,OK,11.23,7607,OK,OK,7.17,7488,OK,OK,1081.94,4485,4276,OK,100.07,2301,2305,OK,34.17,8158,OK,OK,33.32,8186,OK,NG,9699.116,0.507,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXO,0.0,2020-12-15 08:03:24,15
16,NG,,OK,4,4,OK,3899,OK,3.6300,300,12.1,3.8400,300,12.8,0.0000,300,0.0,8.0700,300,26.9,15.5400,300,51.8,OK,4.05,0,0.31,OK,1066.79,4430,4226,OK,97.71,2509,2514,OK,12.21,7147,OK,OK,8.01,7379,OK,OK,1073.08,4480,4273,OK,97.15,2299,2303,OK,33.62,7783,OK,OK,32.90,7891,OK,NG,14941.076,0.512,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXO,0.0,2020-12-15 08:03:24,16
17,OK,,OK,2,2,OK,3897,OK,3.8400,300,12.8,3.9300,300,13.1,0.0900,300,0.3,7.8300,300,26.1,15.6900,300,52.3,OK,4.06,0,0.29,OK,1034.42,4430,4225,OK,95.02,2500,2504,OK,11.79,7232,OK,OK,7.73,7582,OK,OK,993.67,4484,4277,OK,92.51,2306,2309,OK,31.10,7709,OK,OK,30.38,7686,OK,OK,0.518,0.504,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-15 08:03:24,17
18,OK,,OK,2,2,OK,3896,OK,3.6000,300,12.0,3.5700,300,11.9,0.2100,300,0.7,7.6500,300,25.5,15.0300,300,50.1,OK,3.99,0,0.25,OK,977.86,4436,4230,OK,90.23,2507,2510,OK,11.23,7337,OK,OK,7.31,7406,OK,OK,1085.48,4485,4276,OK,99.22,2315,2318,OK,34.60,8504,OK,OK,33.46,8505,OK,OK,0.509,0.518,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-15 08:03:24,18
19,NG,,OK,5,5,OK,3898,OK,3.0300,300,10.1,3.8100,300,12.7,0.0300,300,0.1,7.7700,300,25.9,15.2400,300,50.8,OK,4.26,0,0.29,OK,1021.76,4425,4222,OK,93.93,2507,2512,OK,11.93,7650,OK,OK,7.59,7624,OK,OK,1056.14,4481,4270,OK,97.23,2298,2301,OK,33.05,7719,OK,OK,32.20,7918,OK,NG,0.504,11745.006,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXOX,0.0,2020-12-15 08:03:24,19
20,NG,,OK,3,3,OK,3898,OK,3.9300,300,13.1,3.7800,300,12.6,0.0000,300,0.0,8.0100,300,26.7,15.7200,300,52.4,OK,4.13,0,0.28,OK,1056.00,4430,4228,OK,96.89,2501,2505,OK,12.07,7359,OK,OK,7.87,7351,OK,OK,975.67,4481,4272,OK,89.05,2301,2304,OK,30.26,7507,OK,OK,29.83,7761,OK,NG,0.489,14918.436,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXOX,0.0,2020-12-15 08:03:24,20
21,OK,,OK,4,4,OK,3906,OK,3.0900,300,10.3,3.8100,300,12.7,0.0600,300,0.2,7.9200,300,26.4,15.4800,300,51.6,OK,4.10,0,0.32,OK,1059.07,4428,4224,OK,98.25,2508,2511,OK,12.21,7467,OK,OK,7.87,7581,OK,OK,1055.82,4480,4270,OK,96.65,2307,2311,OK,33.19,7968,OK,OK,32.20,8178,OK,OK,0.505,0.507,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-15 08:03:24,21
22,OK,,OK,6,6,OK,3900,OK,3.7200,300,12.4,3.6900,300,12.3,0.0000,300,0.0,7.9800,300,26.6,15.3900,300,51.3,OK,4.06,0,0.29,OK,1049.81,4429,4224,OK,96.69,2510,2514,OK,12.07,7469,OK,OK,7.87,7641,OK,OK,1017.04,4485,4277,OK,93.56,2306,2310,OK,32.21,8187,OK,OK,31.08,8119,OK,OK,0.506,0.512,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-15 08:03:24,22
23,OK,,OK,2,3,OK,3900,OK,3.8700,300,12.9,3.9600,300,13.2,0.1200,300,0.4,7.9500,300,26.5,16.3800,300,54.6,OK,4.13,0,0.27,OK,1024.40,4432,4226,OK,94.82,2506,2510,OK,11.93,7640,OK,OK,7.59,7754,OK,OK,1058.72,4484,4276,OK,97.11,2304,2307,OK,32.92,7560,OK,OK,32.34,7706,OK,OK,0.519,0.511,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-15 08:03:24,23
24,OK,,OK,4,4,OK,3895,OK,4.0500,300,13.5,3.6000,300,12.0,0.0600,300,0.2,8.4000,300,28.0,16.1100,300,53.7,OK,4.11,0,0.34,OK,972.17,4434,4230,OK,90.30,2502,2506,OK,11.23,7447,OK,OK,7.17,7238,OK,OK,1039.28,4486,4271,OK,95.04,2306,2310,OK,33.47,8655,OK,OK,32.34,8616,OK,OK,0.507,0.505,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-15 08:03:24,24
25,NG,,OK,5,5,OK,3892,OK,3.7500,300,12.5,3.7500,300,12.5,0.1800,300,0.6,7.8900,300,26.3,15.2700,300,50.9,OK,4.04,0,0.31,OK,976.47,4427,4222,OK,89.83,2509,2515,OK,11.37,7736,OK,OK,7.31,7836,OK,OK,1044.32,4477,4281,OK,94.69,2293,2297,OK,33.19,8478,OK,OK,32.20,8498,OK,NG,10327.231,0.519,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXO,0.0,2020-12-15 08:03:24,25
26,NG,,OK,6,6,OK,3899,OK,3.3900,300,11.3,3.8100,300,12.7,0.0300,300,0.1,8.0700,300,26.9,15.4500,300,51.5,OK,4.06,0,0.32,OK,1028.41,4428,4224,OK,95.34,2508,2512,OK,11.93,7510,OK,OK,7.73,7742,OK,OK,1003.37,4488,4277,OK,92.33,2307,2310,OK,31.52,7914,OK,OK,30.67,7973,OK,NG,9146.054,0.507,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXO,0.0,2020-12-15 08:03:24,26
27,OK,,OK,5,6,OK,3899,OK,3.9600,300,13.2,4.0200,300,13.4,0.0600,300,0.2,8.1000,300,27.0,15.9900,300,53.3,OK,4.10,0,0.31,OK,1026.43,4430,4237,OK,94.30,2511,2515,OK,11.65,7143,OK,OK,7.59,7384,OK,OK,1046.76,4481,4274,OK,96.29,2308,2312,OK,32.49,7385,OK,OK,31.92,7630,OK,OK,0.526,0.527,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-15 08:03:24,27
28,OK,,OK,4,4,OK,3901,OK,3.2400,300,10.8,3.8700,300,12.9,0.0000,300,0.0,7.7700,300,25.9,15.1800,300,50.6,OK,3.88,0,0.35,OK,1005.26,4422,4219,OK,93.22,2501,2504,OK,11.37,7046,OK,OK,7.45,7245,OK,OK,1037.37,4479,4274,OK,95.85,2298,2303,OK,32.35,7656,OK,OK,31.65,7763,OK,OK,0.524,0.522,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-15 08:03:24,28
29,NG,,OK,6,6,OK,3891,OK,3.5700,300,11.9,3.6000,300,12.0,0.0300,300,0.1,7.9500,300,26.5,14.8500,300,49.5,OK,4.20,0,0.34,OK,1000.54,4428,4224,OK,92.52,2509,2515,OK,11.51,7404,OK,OK,7.45,7505,OK,OK,1031.88,4479,4271,OK,94.54,2305,2309,OK,32.64,8213,OK,OK,31.51,8424,OK,NG,0.489,9170.451,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXOX,0.0,2020-12-15 08:03:24,29
30,NG,,OK,6,6,OK,3899,OK,3.4500,300,11.5,3.6900,300,12.3,0.0600,300,0.2,7.7400,300,25.8,14.6400,300,48.8,OK,4.13,0,0.29,OK,1042.91,4430,4227,OK,96.14,2499,2502,OK,11.93,7270,OK,OK,7.73,7302,OK,OK,1029.33,4485,4277,OK,94.58,2310,2313,OK,32.64,8293,OK,OK,31.36,8246,OK,NG,0.511,7858.194,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXOX,0.0,2020-12-15 08:03:24,30
31,OK,,OK,2,2,OK,3899,OK,3.9300,300,13.1,3.9000,300,13.0,0.0300,300,0.1,8.1000,300,27.0,15.9600,300,53.2,OK,4.08,0,0.28,OK,991.22,4431,4222,OK,91.04,2506,2510,OK,11.23,7147,OK,OK,7.31,7036,OK,OK,975.37,4484,4277,OK,89.04,2308,2311,OK,30.54,7724,OK,OK,29.83,7931,OK,OK,0.520,0.520,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-15 08:03:24,31
32,OK,,OK,3,4,OK,3899,OK,4.0200,300,13.4,3.6300,300,12.1,0.0000,300,0.0,7.6200,300,25.4,15.5700,300,51.9,OK,3.98,0,0.27,OK,1057.60,4426,4220,OK,97.09,2503,2507,OK,12.35,7686,OK,OK,7.87,7661,OK,OK,1118.18,4480,4272,OK,102.49,2308,2312,OK,35.15,8098,OK,OK,34.58,8464,OK,OK,0.514,0.516,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-15 08:03:24,32
33,OK,,OK,4,4,OK,3892,OK,4.2600,300,14.2,3.8700,300,12.9,0.0600,300,0.2,8.3100,300,27.7,16.2000,300,54.0,OK,6.07,0,0.25,OK,1011.06,4430,4225,OK,94.23,2509,2513,OK,11.51,7074,OK,OK,7.45,7045,OK,OK,1011.00,4486,4277,OK,92.18,2311,2315,OK,31.66,7983,OK,OK,30.81,8141,OK,OK,0.499,0.498,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-15 08:03:24,33
34,OK,,OK,5,5,OK,3892,OK,4.5600,300,15.2,3.8100,300,12.7,0.0900,300,0.3,7.8600,300,26.2,16.3200,300,54.4,OK,4.08,0,0.32,OK,1099.36,4428,4223,OK,100.70,2505,2509,OK,12.77,7542,OK,OK,8.15,7488,OK,OK,1087.85,4477,4267,OK,100.00,2309,2313,OK,34.17,7868,OK,OK,33.04,7769,OK,OK,0.507,0.501,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-15 08:03:24,34
35,NG,,OK,3,3,OK,3900,OK,4.4700,300,14.9,3.8400,300,12.8,0.0300,300,0.1,8.0100,300,26.7,16.3500,300,54.5,OK,4.14,0,0.25,OK,1027.76,4431,4227,OK,94.40,2509,2513,OK,11.79,7622,OK,OK,7.59,7534,OK,OK,1033.99,4483,4274,OK,94.48,2298,2302,OK,32.21,7807,OK,OK,31.51,7814,OK,NG,18345.956,0.508,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXO,0.0,2020-12-15 08:03:24,35
36,NG,,OK,2,1,OK,3900,OK,3.3000,300,11.0,3.6600,300,12.2,0.0000,300,0.0,8.6700,300,28.9,15.9300,300,53.1,OK,4.27,0,0.27,OK,980.12,4425,4220,OK,90.11,2498,2502,OK,11.09,7179,OK,OK,7.31,7396,OK,OK,1054.44,4479,4271,OK,97.53,2312,2316,OK,33.05,8109,OK,OK,32.20,8378,OK,NG,27537.222,0.512,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXXO,0.0,2020-12-15 08:03:24,36
37,OK,,OK,3,3,OK,3899,OK,3.7500,300,12.5,3.7200,300,12.4,0.0000,300,0.0,8.0700,300,26.9,16.1400,300,53.8,OK,4.15,0,0.29,OK,998.09,4430,4225,OK,91.92,2510,2514,OK,11.37,6876,OK,OK,7.31,6986,OK,OK,973.96,4483,4285,OK,89.38,2305,2309,OK,30.68,8033,OK,OK,29.69,8173,OK,OK,0.516,0.512,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-15 08:03:24,37
38,OK,,OK,6,5,OK,3900,OK,3.6900,300,12.3,3.6600,300,12.2,0.0300,300,0.1,7.9500,300,26.5,15.9300,300,53.1,OK,4.07,0,0.27,OK,1066.70,4430,4225,OK,97.86,2507,2512,OK,12.21,7287,OK,OK,7.87,7251,OK,OK,1085.05,4479,4270,OK,100.79,2309,2312,OK,34.31,8146,OK,OK,33.18,8188,OK,OK,0.506,0.505,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0,2020-12-15 08:03:24,38
39,NG,,OK,0,0,OK,3906,OK,3.7200,300,12.4,3.7200,300,12.4,0.0000,300,0.0,8.1300,300,27.1,15.8700,300,52.9,OK,4.10,0,0.42,OK,1005.25,4430,4226,OK,92.93,2503,2507,OK,11.37,7496,OK,OK,7.45,7685,OK,OK,1027.86,4481,4273,OK,93.21,2302,2306,OK,31.80,7862,OK,OK,31.22,8007,OK,NG,0.508,300.029,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXOX,0.0,2020-12-15 08:03:24,39
40,NG,,OK,1,0,OK,3900,OK,4.1400,300,13.8,3.9600,300,13.2,0.0300,300,0.1,7.9800,300,26.6,16.4100,300,54.7,OK,4.23,0,0.46,OK,1046.17,4431,4226,OK,96.32,2501,2505,OK,11.79,7532,OK,OK,7.59,7394,OK,OK,1008.07,4484,4276,OK,93.25,2307,2311,OK,31.24,7537,OK,OK,30.81,7521,OK,NG,0.522,300.019,OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOXOX,0.0,2020-12-15 08:03:24,40
